category,n,baseline_rate,toward_rate,away_rate,toward_minus_baseline_pp,toward_minus_baseline_ci95_low_pp,toward_minus_baseline_ci95_high_pp,away_minus_baseline_pp,toward_minus_away_pp,toward_minus_away_ci95_low_pp,toward_minus_away_ci95_high_pp,primary_mcnemar_p,directional_mcnemar_p,primary_A_to_P,primary_P_to_A,direction_AwayProp_to_TowardAbs,direction_AwayAbs_to_TowardProp,directional_mcnemar_p_holm
compound_state_transition_verification,40,0.65,0.75,0.425,9.999999999999998,-15.0,35.0,-22.500000000000004,32.5,12.5,52.5,0.5412561893463135,0.007197380065917969,14,10,17,4,0.021592140197753906
localized_intensification_verification,40,0.675,0.725,0.35,4.999999999999993,-20.0,27.500000000000004,-32.50000000000001,37.5,15.0,60.0,0.8388197422027588,0.004077315330505371,13,11,20,5,0.020386576652526855
persistent_regional_anomaly_verification,43,0.09302325581395349,0.5116279069767442,0.046511627906976744,41.86046511627907,27.906976744186046,55.81395348837209,-4.651162790697675,46.51162790697675,32.55813953488372,60.46511627906976,7.62939453125e-06,1.9073486328125e-06,18,0,20,0,1.1444091796875e-05
reliability_aware_claim_verification,40,0.675,0.675,0.675,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0,0,0,0,1.0
spatial_coherence_verification,42,0.6666666666666666,0.8095238095238095,0.47619047619047616,14.28571428571429,2.380952380952381,26.190476190476193,-19.047619047619047,33.333333333333336,14.285714285714285,52.38095238095239,0.0703125,0.004343509674072266,7,1,18,4,0.020386576652526855
wet_anomaly_consistency_verification,40,0.65,0.675,0.525,2.500000000000002,-22.5,27.500000000000004,-12.5,15.000000000000002,-7.5,37.5,1.0,0.28627872467041016,14,13,14,8,0.5725574493408203
