date,latitude,longitude,rainfall_mm,max_temperature_c,completeness_score,anomaly_score
2019,36.75,77.0,3.331671953201294,31.71881675720215,1.0,-0.7373106479644775
2019,36.75,77.25,3.1663808822631836,31.71881675720215,1.0,-0.31355738639831543
2019,36.75,77.5,2.6666457653045654,33.467411041259766,1.0,0.37334394454956055
2019,36.75,77.75,2.7900454998016357,33.467411041259766,1.0,0.4055182933807373
2019,36.5,76.75,5.099447250366211,31.71881675720215,1.0,-0.9043841361999512
2019,36.5,77.0,4.418985366821289,31.71881675720215,1.0,-0.8511738777160645
2019,36.5,77.25,4.116959571838379,31.71881675720215,1.0,-0.1620798110961914
2019,36.5,77.5,1.7216389179229736,33.467411041259766,1.0,-0.33591604232788086
2019,36.5,77.75,2.7604992389678955,33.467411041259766,1.0,0.3575255870819092
2019,36.5,78.0,3.2455780506134033,33.467411041259766,1.0,0.541419267654419
2019,36.25,76.5,4.184901237487793,31.73630142211914,1.0,-1.3620219230651855
2019,36.25,76.75,5.230998516082764,31.73630142211914,1.0,-1.164217472076416
2019,36.25,77.0,4.855044841766357,31.73630142211914,1.0,-0.08043861389160156
2019,36.25,77.25,2.887373685836792,31.73630142211914,1.0,-0.1824951171875
2019,36.25,77.5,2.2553670406341553,32.299278259277344,1.0,-0.2975893020629883
2019,36.25,77.75,2.070441246032715,32.299278259277344,1.0,-0.12188267707824707
2019,36.25,78.0,2.6420609951019287,32.299278259277344,1.0,0.2848963737487793
2019,36.0,76.5,6.020905017852783,31.73630142211914,1.0,-0.7408781051635742
2019,36.0,76.75,6.883010387420654,31.73630142211914,1.0,-0.8253483772277832
2019,36.0,77.0,6.112269878387451,31.73630142211914,1.0,-0.4288501739501953
2019,36.0,77.25,3.1347696781158447,31.73630142211914,1.0,0.03864002227783203
2019,36.0,77.5,1.4299333095550537,32.299278259277344,1.0,-0.6466555595397949
2019,36.0,77.75,1.6754456758499146,32.299278259277344,1.0,-0.4750937223434448
2019,36.0,78.0,1.7180652618408203,32.299278259277344,1.0,-0.08629119396209717
2019,35.75,76.25,5.92122745513916,30.61598777770996,1.0,-0.7575716972351074
2019,35.75,76.5,7.179503440856934,31.73630142211914,1.0,-1.146317481994629
2019,35.75,76.75,8.123211860656738,31.73630142211914,1.0,-1.4829063415527344
2019,35.75,77.0,4.06386661529541,31.73630142211914,1.0,-0.19752979278564453
2019,35.75,77.25,2.575228214263916,31.73630142211914,1.0,-0.20392394065856934
2019,35.75,77.5,1.8965110778808594,32.299278259277344,1.0,-0.272357702255249
2019,35.75,77.75,1.6316807270050049,32.299278259277344,1.0,-0.8277721405029297
2019,35.75,78.0,1.756035566329956,32.299278259277344,1.0,-0.12061619758605957
2019,35.75,78.25,2.3139054775238037,32.299278259277344,1.0,0.06683182716369629
2019,35.75,78.5,1.8016589879989624,32.92391586303711,1.0,0.006369948387145996
2019,35.75,78.75,2.538341522216797,32.92391586303711,1.0,0.13626456260681152
2019,35.75,79.25,3.8676514625549316,32.92391586303711,1.0,0.5967700481414795
2019,35.5,76.25,7.689393520355225,30.61598777770996,1.0,-0.2889728546142578
2019,35.5,76.5,7.999452114105225,31.73630142211914,1.0,-1.3276934623718262
2019,35.5,76.75,10.263155937194824,31.73630142211914,1.0,-0.8242588043212891
2019,35.5,77.0,7.767121315002441,31.73630142211914,1.0,-0.3761425018310547
2019,35.5,77.25,2.4400386810302734,31.73630142211914,1.0,-0.4560363292694092
2019,35.5,77.5,2.4741432666778564,32.299278259277344,1.0,-0.4936254024505615
2019,35.5,77.75,1.9079335927963257,32.299278259277344,1.0,-0.5751940011978149
2019,35.5,78.0,1.6174088716506958,32.299278259277344,1.0,-0.7067898511886597
