date,latitude,longitude,rainfall_mm,max_temperature_c,completeness_score,anomaly_score
2022,36.75,77.0,3.4558792114257812,31.162195205688477,1.0,-0.6131033897399902
2022,36.75,77.25,2.91108775138855,31.162195205688477,1.0,-0.5688505172729492
2022,36.75,77.5,1.579776644706726,32.93668746948242,1.0,-0.7135251760482788
2022,36.75,77.75,1.616444706916809,32.93668746948242,1.0,-0.7680824995040894
2022,36.5,76.75,5.067697048187256,31.162195205688477,1.0,-0.9361343383789062
2022,36.5,77.0,5.442560195922852,31.162195205688477,1.0,0.17240095138549805
2022,36.5,77.25,4.006733417510986,31.162195205688477,1.0,-0.272305965423584
2022,36.5,77.5,1.7780466079711914,32.93668746948242,1.0,-0.2795083522796631
2022,36.5,77.75,1.7345750331878662,32.93668746948242,1.0,-0.6683986186981201
2022,36.5,78.0,1.3844883441925049,32.93668746948242,1.0,-1.3196704387664795
2022,36.25,76.5,4.583728313446045,31.15925407409668,1.0,-0.9631948471069336
2022,36.25,76.75,5.505943775177002,31.15925407409668,1.0,-0.8892722129821777
2022,36.25,77.0,4.131202220916748,31.15925407409668,1.0,-0.8042812347412109
2022,36.25,77.25,2.362579107284546,31.15925407409668,1.0,-0.7072896957397461
2022,36.25,77.5,2.0552384853363037,31.683237075805664,1.0,-0.49771785736083984
2022,36.25,77.75,1.438761830329895,31.683237075805664,1.0,-0.7535620927810669
2022,36.25,78.0,1.6796165704727173,31.683237075805664,1.0,-0.6775480508804321
2022,36.0,76.5,5.893733978271484,31.15925407409668,1.0,-0.868049144744873
2022,36.0,76.75,6.945202827453613,31.15925407409668,1.0,-0.7631559371948242
2022,36.0,77.0,6.892347812652588,31.15925407409668,1.0,0.3512277603149414
2022,36.0,77.25,2.534552574157715,31.15925407409668,1.0,-0.5615770816802979
2022,36.0,77.5,1.9469908475875854,31.683237075805664,1.0,-0.12959802150726318
2022,36.0,77.75,1.4800403118133545,31.683237075805664,1.0,-0.6704990863800049
2022,36.0,78.0,1.3131113052368164,31.683237075805664,1.0,-0.4912451505661011
2022,35.75,76.25,5.39599084854126,30.907878875732422,1.0,-1.2828083038330078
