date,latitude,longitude,rainfall_mm,max_temperature_c,completeness_score,anomaly_score
2024,36.75,77.0,4.750273704528809,31.77389144897461,1.0,0.6812911033630371
2024,36.75,77.25,3.164783000946045,31.77389144897461,1.0,-0.3151552677154541
2024,36.75,77.5,1.8632993698120117,33.538665771484375,1.0,-0.43000245094299316
2024,36.75,77.75,1.8410439491271973,33.538665771484375,1.0,-0.5434832572937012
2024,36.5,76.75,6.539562225341797,31.77389144897461,1.0,0.5357308387756348
2024,36.5,77.0,5.640909671783447,31.77389144897461,1.0,0.37075042724609375
2024,36.5,77.25,4.104037761688232,31.77389144897461,1.0,-0.1750016212463379
2024,36.5,77.5,1.9549126625061035,33.538665771484375,1.0,-0.10264229774475098
2024,36.5,77.75,1.7389793395996094,33.538665771484375,1.0,-0.663994312286377
2024,36.5,78.0,2.3668787479400635,33.538665771484375,1.0,-0.3372800350189209
2024,36.25,76.5,5.900906085968018,31.984086990356445,1.0,0.35398292541503906
2024,36.25,76.75,6.302398681640625,31.984086990356445,1.0,-0.09281730651855469
2024,36.25,77.0,3.9024577140808105,31.984086990356445,1.0,-1.0330257415771484
2024,36.25,77.25,2.8956098556518555,31.984086990356445,1.0,-0.17425894737243652
2024,36.25,77.5,2.338320255279541,32.28013610839844,1.0,-0.21463608741760254
2024,36.25,77.75,1.817874789237976,32.28013610839844,1.0,-0.37444913387298584
2024,36.25,78.0,2.5459742546081543,32.28013610839844,1.0,0.18880963325500488
2024,36.0,76.5,6.661356449127197,31.984086990356445,1.0,-0.10042667388916016
2024,36.0,76.75,6.985243320465088,31.984086990356445,1.0,-0.7231154441833496
2024,36.0,77.0,5.548864841461182,31.984086990356445,1.0,-0.9922552108764648
2024,36.0,77.25,2.928070545196533,31.984086990356445,1.0,-0.1680591106414795
2024,36.0,77.5,1.981900691986084,32.28013610839844,1.0,-0.09468817710876465
2024,36.0,77.75,2.4122819900512695,32.28013610839844,1.0,0.26174259185791016
2024,36.0,78.0,1.6106663942337036,32.28013610839844,1.0,-0.19369006156921387
2024,35.75,76.25,7.991313457489014,30.911052703857422,1.0,1.312514305114746
2024,35.75,76.5,8.502289772033691,31.984086990356445,1.0,0.1764688491821289
2024,35.75,76.75,8.417867660522461,31.984086990356445,1.0,-1.1882505416870117
2024,35.75,77.0,3.888240337371826,31.984086990356445,1.0,-0.3731560707092285
2024,35.75,77.25,2.7021706104278564,31.984086990356445,1.0,-0.0769815444946289
2024,35.75,77.5,1.7293345928192139,32.28013610839844,1.0,-0.43953418731689453
2024,35.75,77.75,2.4942333698272705,32.28013610839844,1.0,0.03478050231933594
2024,35.75,78.0,1.6728949546813965,32.28013610839844,1.0,-0.20375680923461914
2024,35.75,78.25,2.280303955078125,32.28013610839844,1.0,0.03323030471801758
2024,35.75,78.5,2.0972070693969727,32.90788650512695,1.0,0.30191802978515625
2024,35.75,78.75,2.7800791263580322,32.90788650512695,1.0,0.3780021667480469
2024,35.75,79.25,3.4555740356445312,32.90788650512695,1.0,0.1846926212310791
2024,35.5,76.25,8.000351905822754,30.911052703857422,1.0,0.021985530853271484
2024,35.5,76.5,8.698081970214844,31.984086990356445,1.0,-0.629063606262207
2024,35.5,76.75,10.861639976501465,31.984086990356445,1.0,-0.22577476501464844
2024,35.5,77.0,6.750452995300293,31.984086990356445,1.0,-1.3928108215332031
2024,35.5,77.25,2.8731775283813477,31.984086990356445,1.0,-0.02289748191833496
2024,35.5,77.5,3.349780559539795,32.28013610839844,1.0,0.38201189041137695
2024,35.5,77.75,2.3749375343322754,32.28013610839844,1.0,-0.10819005966186523
2024,35.5,78.0,2.446289300918579,32.28013610839844,1.0,0.12209057807922363
2024,35.5,78.25,2.830381393432617,32.28013610839844,1.0,0.32198405265808105
2024,35.5,78.5,2.736077308654785,32.90788650512695,1.0,-0.011647224426269531
2024,35.5,78.75,2.5627012252807617,32.90788650512695,1.0,-0.019660234451293945
2024,35.5,79.0,3.4761853218078613,32.90788650512695,1.0,0.24451994895935059
2024,35.5,79.25,3.4120523929595947,32.90788650512695,1.0,0.18544793128967285
2024,35.25,76.25,8.784452438354492,30.096426010131836,1.0,-1.0214262008666992
2024,35.25,76.5,9.149680137634277,29.534955978393555,1.0,-0.28163814544677734
2024,35.25,76.75,9.631237983703613,29.534955978393555,1.0,-0.4217233657836914
2024,35.25,77.0,5.773385524749756,29.534955978393555,1.0,-1.390669822692871
2024,35.25,77.25,2.225724458694458,29.534955978393555,1.0,-1.512159824371338
2024,35.25,77.5,2.9307610988616943,30.33729362487793,1.0,-0.01391148567199707
2024,35.25,77.75,2.5900721549987793,30.33729362487793,1.0,-0.03397631645202637
2024,35.25,78.0,2.696769952774048,30.33729362487793,1.0,-0.2959003448486328
2024,35.25,78.25,2.7339138984680176,30.33729362487793,1.0,-0.04364323616027832
2024,35.25,78.5,2.3931267261505127,32.91398620605469,1.0,-0.19177889823913574
2024,35.25,78.75,2.9569437503814697,32.91398620605469,1.0,0.009961128234863281
2024,35.0,76.0,8.170328140258789,30.096426010131836,1.0,-0.6598834991455078
2024,35.0,76.25,8.767704963684082,30.096426010131836,1.0,-0.17432212829589844
2024,35.0,76.5,9.162214279174805,29.534955978393555,1.0,-0.4710378646850586
2024,35.0,76.75,9.236682891845703,29.534955978393555,1.0,-0.3376779556274414
2024,35.0,77.0,7.726646423339844,29.534955978393555,1.0,0.3293609619140625
2024,35.0,77.25,2.1585707664489746,29.534955978393555,1.0,-0.5776448249816895
2024,35.0,77.5,2.838960886001587,30.33729362487793,1.0,-0.14187002182006836
2024,35.0,77.75,2.431180477142334,30.33729362487793,1.0,-0.20076394081115723
2024,35.0,78.0,2.7639968395233154,30.33729362487793,1.0,0.19582295417785645
2024,35.0,78.25,2.399732828140259,30.33729362487793,1.0,-0.07241106033325195
2024,35.0,78.5,3.4896719455718994,32.91398620605469,1.0,0.40023279190063477
2024,35.0,78.75,3.543846845626831,32.91398620605469,1.0,0.5267343521118164
2024,35.0,79.0,3.6782872676849365,32.91398620605469,1.0,0.6655242443084717
2024,34.75,76.0,9.791693687438965,30.096426010131836,1.0,1.0240812301635742
2024,34.75,76.25,9.169330596923828,30.096426010131836,1.0,0.15106582641601562
2024,34.75,76.5,8.416997909545898,29.534955978393555,1.0,0.10881519317626953
2024,34.75,76.75,10.402161598205566,29.534955978393555,1.0,0.47188663482666016
2024,34.75,77.0,15.644015312194824,29.534955978393555,1.0,4.487837791442871
2024,34.75,77.25,4.6561689376831055,29.534955978393555,1.0,-0.10405635833740234
2024,34.75,77.5,2.017275810241699,30.33729362487793,1.0,-0.954481840133667
2024,34.75,77.75,2.8862757682800293,30.33729362487793,1.0,0.3538041114807129
2024,34.75,78.0,3.3642637729644775,30.33729362487793,1.0,0.20531034469604492
